Stuid,Form,Subject_Taken,AvgMarkObtained
G455,3_4,PED_F3&4,0
G455,3_4,PHY_F3&4,40.5
G455,3_4,RE_F3&4,57.06
G456,1,ART_F1,59.8
G456,1,COMP SC_F1,64.33
G456,1,ELA_F1,69
G456,1,FRE_F1,75.39
G456,1,GEO_F1,43.17
G456,1,HIS_F1,38.33
G456,1,MTH_F1,43.13
G456,1,RE_F1,35
G456,1,SCI_F1,38.96
G456,1,SH_F1,53.67
G456,2,ART_F2,16.75
G456,2,COMP SC_F2,14.54
G456,2,ELA_F2,48.5
G456,2,FRE_F2,37.5
G456,2,GEO_F2,45.33
G456,2,HIS_F2,41.01
G456,2,MTH_F2,23.39
G456,2,RE_F2,51.67
G456,2,SCI_F2,27.64
G456,2,SH_F2,36.78
G456,3_4,ACC_F3&4,0
G456,3_4,ART_F3&4,0
G456,3_4,BIOL_F3&4,59.37
G456,3_4,BST_F3&4,14
G456,3_4,CHEM_F3&4,46.8
G456,3_4,COMP SC_F3&4,0
G456,3_4,D&T_F3&4,0
G456,3_4,ELA_F3&4,40.6
G456,3_4,ELIT_F3&4,40
G456,3_4,FRE_F3&4,0
G456,3_4,GEO_F3&4,53.58
G456,3_4,HIS_F3&4,26.6
G456,3_4,ICT_F3&4,58.4
G456,3_4,MTH_F3&4,45.04
G456,3_4,PED_F3&4,14.6
G456,3_4,PHY_F3&4,52.8
G456,3_4,RE_F3&4,66.2
G457,1,ART_F1,54.17
G457,1,COMP SC_F1,60.83
G457,1,ELA_F1,59.12
G457,1,FRE_F1,48.43
G457,1,GEO_F1,25
G457,1,HIS_F1,54.03
G457,1,MTH_F1,63.27
G457,1,RE_F1,49.33
G457,1,SCI_F1,52.35
G457,1,SH_F1,48.67
G457,2,ART_F2,44.42
G457,2,COMP SC_F2,43.39
G457,2,ELA_F2,68.4
G457,2,FRE_F2,47.21
G457,2,GEO_F2,64.75
G457,2,HIS_F2,37.51
G457,2,MTH_F2,39.48
G457,2,RE_F2,73.67
G457,2,SCI_F2,57.95
G457,2,SH_F2,27
G457,3_4,ACC_F3&4,0
G457,3_4,ART_F3&4,0
G457,3_4,BIOL_F3&4,18.54
G457,3_4,BST_F3&4,0
G457,3_4,CHEM_F3&4,27.89
G457,3_4,COMP SC_F3&4,0
G457,3_4,D&T_F3&4,0
G457,3_4,ELA_F3&4,32.8
G457,3_4,ELIT_F3&4,31
G457,3_4,FRE_F3&4,0
G457,3_4,GEO_F3&4,25.48
G457,3_4,HIS_F3&4,32.9
G457,3_4,ICT_F3&4,43.22
G457,3_4,MTH_F3&4,18.66
G457,3_4,PED_F3&4,0
G457,3_4,PHY_F3&4,25.11
G457,3_4,RE_F3&4,51.04
G458,1,ART_F1,66.58
G458,1,COMP SC_F1,87.53
G458,1,ELA_F1,83.14
G458,1,FRE_F1,73.21
G458,1,GEO_F1,59.33
G458,1,HIS_F1,77.75
G458,1,MTH_F1,56.46
G458,1,RE_F1,61.53
G458,1,SCI_F1,69.86
G458,1,SH_F1,44.26
G458,2,ART_F2,51.27
G458,2,COMP SC_F2,71.67
G458,2,ELA_F2,60.67
G458,2,FRE_F2,63.77
G458,2,GEO_F2,70
G458,2,HIS_F2,73.6
G458,2,MTH_F2,79.64
G458,2,RE_F2,74.98
G458,2,SCI_F2,74.95
G458,2,SH_F2,58.9
G458,3_4,ACC_F3&4,60.2
G458,3_4,ART_F3&4,0
G458,3_4,BIOL_F3&4,70.16
G458,3_4,BST_F3&4,0
G458,3_4,CHEM_F3&4,66.72
G458,3_4,COMP SC_F3&4,56
G458,3_4,D&T_F3&4,0
G458,3_4,ELA_F3&4,57.9
G458,3_4,ELIT_F3&4,54.5
G458,3_4,FRE_F3&4,57
G458,3_4,GEO_F3&4,10.18
G458,3_4,HIS_F3&4,11.54
G458,3_4,ICT_F3&4,9.86
G458,3_4,MTH_F3&4,68.76
G458,3_4,PED_F3&4,0
G458,3_4,PHY_F3&4,63.6
G458,3_4,RE_F3&4,73.6
G459,1,ART_F1,45.67
G459,1,COMP SC_F1,85.3
G459,1,ELA_F1,63.38
G459,1,FRE_F1,52.35
G459,1,GEO_F1,63
G459,1,HIS_F1,70.63
G459,1,MTH_F1,67.27
G459,1,RE_F1,69.97
G459,1,SCI_F1,72
G459,1,SH_F1,30
G459,2,ART_F2,41.08
G459,2,COMP SC_F2,72
G459,2,ELA_F2,50.43
G459,2,FRE_F2,22.76
G459,2,GEO_F2,54.23
G459,2,HIS_F2,34.25
G459,2,MTH_F2,69.21
G459,2,RE_F2,66.67
G459,2,SCI_F2,64.98
G459,2,SH_F2,36.87
G459,3_4,ACC_F3&4,0
G459,3_4,ART_F3&4,0
G459,3_4,BIOL_F3&4,54.03
G459,3_4,BST_F3&4,0
G459,3_4,CHEM_F3&4,62.27
G459,3_4,COMP SC_F3&4,0
G459,3_4,D&T_F3&4,0
G459,3_4,ELA_F3&4,47.57
G459,3_4,ELIT_F3&4,42.5
G459,3_4,FRE_F3&4,0
G459,3_4,GEO_F3&4,58.4
G459,3_4,HIS_F3&4,49
G459,3_4,ICT_F3&4,64.22
G459,3_4,MTH_F3&4,47.92
G459,3_4,PED_F3&4,0
G459,3_4,PHY_F3&4,47.29
G459,3_4,RE_F3&4,64.79
G460,1,ART_F1,88.33
G460,1,COMP SC_F1,91.67
G460,1,ELA_F1,84
G460,1,FRE_F1,57.81
G460,1,GEO_F1,89.77
G460,1,HIS_F1,79.46
G460,1,MTH_F1,85.84
G460,1,RE_F1,58.33
G460,1,SCI_F1,87.33
G460,1,SH_F1,79.67
G460,2,ART_F2,79.19
G460,2,COMP SC_F2,86.53
G460,2,ELA_F2,71.17
G460,2,FRE_F2,82.52
G460,2,GEO_F2,75.25
G460,2,HIS_F2,72.42
G460,2,MTH_F2,73.98
G460,2,RE_F2,81.29
G460,2,SCI_F2,84.56
G460,2,SH_F2,67.83
G460,3_4,ACC_F3&4,0
G460,3_4,ART_F3&4,0
G460,3_4,BIOL_F3&4,77.76
G460,3_4,BST_F3&4,0
G460,3_4,CHEM_F3&4,64.59
G460,3_4,COMP SC_F3&4,0
G460,3_4,D&T_F3&4,0
G460,3_4,ELA_F3&4,59.6
G460,3_4,ELIT_F3&4,55.58
G460,3_4,FRE_F3&4,78.33
G460,3_4,GEO_F3&4,65.23
G460,3_4,HIS_F3&4,0
G460,3_4,ICT_F3&4,73.35
G460,3_4,MTH_F3&4,71.11
G460,3_4,PED_F3&4,0
G460,3_4,PHY_F3&4,68.13
G460,3_4,RE_F3&4,63.67
G461,1,ART_F1,78.5
G461,1,COMP SC_F1,81.83
G461,1,ELA_F1,87.72
G461,1,FRE_F1,55.16
G461,1,GEO_F1,72.08
G461,1,HIS_F1,73.73
G461,1,MTH_F1,74.47
G461,1,RE_F1,81
G461,1,SCI_F1,67.91
G461,1,SH_F1,67.48
G461,2,ART_F2,57.98
G461,2,COMP SC_F2,27
G461,2,ELA_F2,61.14
G461,2,FRE_F2,52.65
G461,2,GEO_F2,68.38
G461,2,HIS_F2,63.15
G461,2,MTH_F2,27.89
G461,2,RE_F2,57.2
G461,2,SCI_F2,51.11
G461,2,SH_F2,42.89
G461,3_4,ACC_F3&4,0
G461,3_4,ART_F3&4,0
G461,3_4,BIOL_F3&4,0
G461,3_4,BST_F3&4,0
G461,3_4,CHEM_F3&4,75.92
G461,3_4,COMP SC_F3&4,0
G461,3_4,D&T_F3&4,77.34
G461,3_4,ELA_F3&4,57.99
G461,3_4,ELIT_F3&4,51.5
G461,3_4,FRE_F3&4,53.39
G461,3_4,GEO_F3&4,76.53
G461,3_4,HIS_F3&4,70.19
G461,3_4,ICT_F3&4,0
G461,3_4,MTH_F3&4,49.22
G461,3_4,PED_F3&4,0
G461,3_4,PHY_F3&4,60.61
G461,3_4,RE_F3&4,68.13
G462,1,ART_F1,46
G462,1,COMP SC_F1,80.42
G462,1,ELA_F1,52.33
G462,1,FRE_F1,57.35
G462,1,GEO_F1,65.33
G462,1,HIS_F1,73.43
G462,1,MTH_F1,56
G462,1,RE_F1,76
G462,1,SCI_F1,65.33
G462,1,SH_F1,61
G462,2,ART_F2,50.83
G462,2,COMP SC_F2,60.33
G462,2,ELA_F2,54.52
G462,2,FRE_F2,49.87
G462,2,GEO_F2,63.93
G462,2,HIS_F2,61
G462,2,MTH_F2,57.33
G462,2,RE_F2,60.19
G462,2,SCI_F2,70.48
G462,2,SH_F2,37.67
G462,3_4,ACC_F3&4,0
G462,3_4,ART_F3&4,0
G462,3_4,BIOL_F3&4,48.32
G462,3_4,BST_F3&4,0
G462,3_4,CHEM_F3&4,43.83
G462,3_4,COMP SC_F3&4,44.43
G462,3_4,D&T_F3&4,0
G462,3_4,ELA_F3&4,57.03
G462,3_4,ELIT_F3&4,27.5
G462,3_4,FRE_F3&4,42.52
G462,3_4,GEO_F3&4,65.02
G462,3_4,HIS_F3&4,0
G462,3_4,ICT_F3&4,0
G462,3_4,MTH_F3&4,42.3
G462,3_4,PED_F3&4,0
G462,3_4,PHY_F3&4,44.15
G462,3_4,RE_F3&4,65.41
G463,1,ART_F1,59.83
G463,1,COMP SC_F1,92.67
G463,1,ELA_F1,73.85
G463,1,FRE_F1,83.17
G463,1,GEO_F1,82.67
G463,1,HIS_F1,81.04
G463,1,MTH_F1,82.39
G463,1,RE_F1,82.17
G463,1,SCI_F1,83.67
G463,1,SH_F1,73.33
G463,2,ART_F2,55.41
G463,2,COMP SC_F2,86.05
G463,2,ELA_F2,71.52
G463,2,FRE_F2,89.33
G463,2,GEO_F2,85.82
G463,2,HIS_F2,82.02
G463,2,MTH_F2,73.94
G463,2,RE_F2,81.4
G463,2,SCI_F2,83
G463,2,SH_F2,54.78
G463,3_4,ACC_F3&4,0
G463,3_4,ART_F3&4,0
G463,3_4,BIOL_F3&4,0
G463,3_4,BST_F3&4,0
G463,3_4,CHEM_F3&4,68.12
G463,3_4,COMP SC_F3&4,69.47
G463,3_4,D&T_F3&4,75.34
G463,3_4,ELA_F3&4,69.21
G463,3_4,ELIT_F3&4,75
G463,3_4,FRE_F3&4,71.32
G463,3_4,GEO_F3&4,72.77
G463,3_4,HIS_F3&4,0
G463,3_4,ICT_F3&4,0
G463,3_4,MTH_F3&4,80.39
G463,3_4,PED_F3&4,0
G463,3_4,PHY_F3&4,69.68
G463,3_4,RE_F3&4,75.53
G464,1,ART_F1,75.17
G464,1,COMP SC_F1,52.37
G464,1,ELA_F1,51.11
G464,1,FRE_F1,52.53
G464,1,GEO_F1,44.11
G464,1,HIS_F1,43.22
G464,1,MTH_F1,38.82
G464,1,RE_F1,63.33
G464,1,SCI_F1,49.67
G464,1,SH_F1,47.9
G464,2,ART_F2,72.37
G464,2,COMP SC_F2,66.6
G464,2,ELA_F2,53.86
G464,2,FRE_F2,41.24
G464,2,GEO_F2,55.31
G464,2,HIS_F2,56.82
G464,2,MTH_F2,23.42
G464,2,RE_F2,68
G464,2,SCI_F2,51.73
G464,2,SH_F2,60
G464,3_4,ACC_F3&4,0
G464,3_4,ART_F3&4,45.89
G464,3_4,BIOL_F3&4,0
G464,3_4,BST_F3&4,38.59
G464,3_4,CHEM_F3&4,0
G464,3_4,COMP SC_F3&4,0
G464,3_4,D&T_F3&4,62.78
G464,3_4,ELA_F3&4,40.31
G464,3_4,ELIT_F3&4,12.5
G464,3_4,FRE_F3&4,0
G464,3_4,GEO_F3&4,47.36
G464,3_4,HIS_F3&4,31.53
G464,3_4,ICT_F3&4,0
G464,3_4,MTH_F3&4,50.68
G464,3_4,PED_F3&4,0
G464,3_4,PHY_F3&4,53.57
G464,3_4,RE_F3&4,67.5
G465,1,ART_F1,75.58
G465,1,COMP SC_F1,78.66
G465,1,ELA_F1,66.32
G465,1,FRE_F1,55.12
G465,1,GEO_F1,44.94
G465,1,HIS_F1,55.15
G465,1,MTH_F1,34.04
G465,1,RE_F1,58.25
G465,1,SCI_F1,54.41
G465,1,SH_F1,35.56
G465,2,ART_F2,51.97
G465,2,COMP SC_F2,29.93
G465,2,ELA_F2,23.94
G465,2,FRE_F2,40.62
G465,2,GEO_F2,32
G465,2,HIS_F2,45.9
G465,2,MTH_F2,18.5
G465,2,RE_F2,63.17
G465,2,SCI_F2,23.06
G465,2,SH_F2,38.44
G465,3_4,ACC_F3&4,0
G465,3_4,ART_F3&4,63.08
G465,3_4,BIOL_F3&4,0
G465,3_4,BST_F3&4,0
G465,3_4,CHEM_F3&4,0
G465,3_4,COMP SC_F3&4,0
G465,3_4,D&T_F3&4,68.4
G465,3_4,ELA_F3&4,67.6
G465,3_4,ELIT_F3&4,0
G465,3_4,FRE_F3&4,0
G465,3_4,GEO_F3&4,62.12
G465,3_4,HIS_F3&4,60
G465,3_4,ICT_F3&4,62.2
G465,3_4,MTH_F3&4,44.22
G465,3_4,PED_F3&4,0
G465,3_4,PHY_F3&4,58.53
G465,3_4,RE_F3&4,75.6
G466,1,ART_F1,74.33
G466,1,COMP SC_F1,85.67
G466,1,ELA_F1,80.67
G466,1,FRE_F1,56.22
G466,1,GEO_F1,76.18
G466,1,HIS_F1,82.92
G466,1,MTH_F1,80.21
G466,1,RE_F1,52.33
G466,1,SCI_F1,82
G466,1,SH_F1,68.33
G466,2,ART_F2,66.3
G466,2,COMP SC_F2,77.89
G466,2,ELA_F2,68.02
G466,2,FRE_F2,73.54
G466,2,GEO_F2,72.31
G466,2,HIS_F2,67.17
G466,2,MTH_F2,74.15
G466,2,RE_F2,78.93
G466,2,SCI_F2,81.37
G466,2,SH_F2,59.83
G466,3_4,ACC_F3&4,75.83
G466,3_4,ART_F3&4,0
G466,3_4,BIOL_F3&4,74.66
G466,3_4,BST_F3&4,0
G466,3_4,CHEM_F3&4,60.52
G466,3_4,COMP SC_F3&4,70.74
G466,3_4,D&T_F3&4,0
G466,3_4,ELA_F3&4,66.41
G466,3_4,ELIT_F3&4,60.16
G466,3_4,FRE_F3&4,66.35
G466,3_4,GEO_F3&4,0
G466,3_4,HIS_F3&4,0
G466,3_4,ICT_F3&4,0
G466,3_4,MTH_F3&4,71.96
G466,3_4,PED_F3&4,0
G466,3_4,PHY_F3&4,60.86
G466,3_4,RE_F3&4,47.42
G467,1,ART_F1,58.33
G467,1,COMP SC_F1,70.33
G467,1,ELA_F1,67.02
G467,1,FRE_F1,46.04
G467,1,GEO_F1,43.33
G467,1,HIS_F1,43.11
G467,1,MTH_F1,71.07
G467,1,RE_F1,50.67
G467,1,SCI_F1,58.82
G467,1,SH_F1,37
G467,2,ART_F2,35.8
G467,2,COMP SC_F2,28.83
G467,2,ELA_F2,51.48
G467,2,FRE_F2,36.16
G467,2,GEO_F2,63.17
G467,2,HIS_F2,31.51
G467,2,MTH_F2,33.84
G467,2,RE_F2,54
G467,2,SCI_F2,44.75
G467,2,SH_F2,32.95
G467,3_4,ACC_F3&4,30.46
G467,3_4,ART_F3&4,0
G467,3_4,BIOL_F3&4,48.51
G467,3_4,BST_F3&4,40.28
G467,3_4,CHEM_F3&4,0
G467,3_4,COMP SC_F3&4,0
G467,3_4,D&T_F3&4,0
G467,3_4,ELA_F3&4,43.79
G467,3_4,ELIT_F3&4,29
G467,3_4,FRE_F3&4,0
G467,3_4,GEO_F3&4,0
G467,3_4,HIS_F3&4,0
G467,3_4,ICT_F3&4,56.96
G467,3_4,MTH_F3&4,51.77
G467,3_4,PED_F3&4,56.99
G467,3_4,PHY_F3&4,61.65
G467,3_4,RE_F3&4,59.57
G468,1,ART_F1,57.69
G468,1,COMP SC_F1,60.64
G468,1,ELA_F1,55.51
G468,1,FRE_F1,62.38
G468,1,GEO_F1,30.08
G468,1,HIS_F1,31.79
G468,1,MTH_F1,43.69
G468,1,RE_F1,38.65
G468,1,SCI_F1,48.34
G468,1,SH_F1,25
G468,2,ART_F2,32.1
G468,2,COMP SC_F2,35
G468,2,ELA_F2,36.16
G468,2,FRE_F2,47.97
G468,2,GEO_F2,36.89
G468,2,HIS_F2,41.09
G468,2,MTH_F2,15.18
G468,2,RE_F2,44.17
G468,2,SCI_F2,25.03
G468,2,SH_F2,38.22
G468,3_4,ACC_F3&4,0
G468,3_4,ART_F3&4,0
G468,3_4,BIOL_F3&4,0
G468,3_4,BST_F3&4,25.6
G468,3_4,CHEM_F3&4,0
G468,3_4,COMP SC_F3&4,10.6
G468,3_4,D&T_F3&4,66.4
G468,3_4,ELA_F3&4,43.4
G468,3_4,ELIT_F3&4,0
G468,3_4,FRE_F3&4,6.96
G468,3_4,GEO_F3&4,34.6
G468,3_4,HIS_F3&4,15.33
G468,3_4,ICT_F3&4,41.6
G468,3_4,MTH_F3&4,57.6
G468,3_4,PED_F3&4,63.64
G468,3_4,PHY_F3&4,55.4
G468,3_4,RE_F3&4,43
G469,1,ART_F1,46.33
G469,1,COMP SC_F1,87.67
G469,1,ELA_F1,73
G469,1,FRE_F1,48.16
G469,1,GEO_F1,49.67
G469,1,HIS_F1,61.78
G469,1,MTH_F1,63.31
G469,1,RE_F1,66.46
G469,1,SCI_F1,67.27
G469,1,SH_F1,55.33
G469,2,ART_F2,33.4
G469,2,COMP SC_F2,77.69
G469,2,ELA_F2,56.21
G469,2,FRE_F2,68.38
G469,2,GEO_F2,72.89
G469,2,HIS_F2,67.85
G469,2,MTH_F2,46.09
G469,2,RE_F2,74
G469,2,SCI_F2,74.43
G469,2,SH_F2,40.07
G469,3_4,ACC_F3&4,0
G469,3_4,ART_F3&4,0
G469,3_4,BIOL_F3&4,62.2
G469,3_4,BST_F3&4,0
G469,3_4,CHEM_F3&4,59.61
G469,3_4,COMP SC_F3&4,0
G469,3_4,D&T_F3&4,0
G469,3_4,ELA_F3&4,53.29
G469,3_4,ELIT_F3&4,32.02
G469,3_4,FRE_F3&4,59.77
G469,3_4,GEO_F3&4,58.43
G469,3_4,HIS_F3&4,50.81
G469,3_4,ICT_F3&4,0
G469,3_4,MTH_F3&4,43.89
G469,3_4,PED_F3&4,0
G469,3_4,PHY_F3&4,54.77
G469,3_4,RE_F3&4,43.33
G470,1,ART_F1,62.5
G470,1,COMP SC_F1,69.33
G470,1,ELA_F1,75.67
G470,1,FRE_F1,38.84
G470,1,GEO_F1,57.33
G470,1,HIS_F1,72
G470,1,MTH_F1,60.34
G470,1,RE_F1,65.95
G470,1,SCI_F1,64.44
G470,1,SH_F1,29.33
G470,2,ART_F2,60.19
G470,2,COMP SC_F2,82.22
G470,2,ELA_F2,52.42
G470,2,FRE_F2,61.6
G470,2,GEO_F2,75.11
G470,2,HIS_F2,82.08
G470,2,MTH_F2,37.24
G470,2,RE_F2,75.67
G470,2,SCI_F2,59.7
G470,2,SH_F2,26.2
G470,3_4,ACC_F3&4,0
G470,3_4,ART_F3&4,0
G470,3_4,BIOL_F3&4,63.02
G470,3_4,BST_F3&4,70.52
G470,3_4,CHEM_F3&4,0
G470,3_4,COMP SC_F3&4,0
G470,3_4,D&T_F3&4,0
G470,3_4,ELA_F3&4,56.67
G470,3_4,ELIT_F3&4,55.28
G470,3_4,FRE_F3&4,61.5
G470,3_4,GEO_F3&4,70.41
G470,3_4,HIS_F3&4,79.64
G470,3_4,ICT_F3&4,0
G470,3_4,MTH_F3&4,44.69
G470,3_4,PED_F3&4,0
G470,3_4,PHY_F3&4,50.24
G470,3_4,RE_F3&4,51.83
G471,1,ART_F1,44.07
G471,1,COMP SC_F1,57.04
G471,1,ELA_F1,65.67
G471,1,FRE_F1,59.06
G471,1,GEO_F1,50.13
G471,1,HIS_F1,50
G471,1,MTH_F1,50.36
G471,1,RE_F1,32
G471,1,SCI_F1,36.34
G471,1,SH_F1,29.27
G471,2,ART_F2,18.64
G471,2,COMP SC_F2,43.64
G471,2,ELA_F2,38.57
G471,2,FRE_F2,57.8
G471,2,GEO_F2,66.36
G471,2,HIS_F2,57.98
G471,2,MTH_F2,20.92
G471,2,RE_F2,52.33
G471,2,SCI_F2,46.39
G471,2,SH_F2,37.89
G471,3_4,ACC_F3&4,0
G471,3_4,ART_F3&4,12
G471,3_4,BIOL_F3&4,45.6
G471,3_4,BST_F3&4,9.17
G471,3_4,CHEM_F3&4,48.2
G471,3_4,COMP SC_F3&4,0
G471,3_4,D&T_F3&4,10.2
G471,3_4,ELA_F3&4,54.4
G471,3_4,ELIT_F3&4,33.5
G471,3_4,FRE_F3&4,65.82
G471,3_4,GEO_F3&4,45.6
G471,3_4,HIS_F3&4,14.18
G471,3_4,ICT_F3&4,57
G471,3_4,MTH_F3&4,56.15
G471,3_4,PED_F3&4,14.53
G471,3_4,PHY_F3&4,59
G471,3_4,RE_F3&4,53.4
G472,1,ART_F1,65
G472,1,COMP SC_F1,70.26
G472,1,ELA_F1,38.9
G472,1,FRE_F1,18.33
G472,1,GEO_F1,42.56
G472,1,HIS_F1,30.84
G472,1,MTH_F1,30.96
G472,1,RE_F1,48.99
G472,1,SCI_F1,46.67
G472,1,SH_F1,49.33
G472,2,ART_F2,46.58
G472,2,COMP SC_F2,61.8
G472,2,ELA_F2,50.41
G472,2,FRE_F2,18.11
G472,2,GEO_F2,25.14
G472,2,HIS_F2,28.33
G472,2,MTH_F2,28.88
G472,2,RE_F2,59.33
G472,2,SCI_F2,46.19
G472,2,SH_F2,51.49
G472,3_4,ACC_F3&4,0
G472,3_4,ART_F3&4,0
G472,3_4,BIOL_F3&4,0
G472,3_4,BST_F3&4,20.89
G472,3_4,CHEM_F3&4,12.75
G472,3_4,COMP SC_F3&4,0
G472,3_4,D&T_F3&4,37.36
G472,3_4,ELA_F3&4,48.44
G472,3_4,ELIT_F3&4,0
G472,3_4,FRE_F3&4,7
G472,3_4,GEO_F3&4,45.36
G472,3_4,HIS_F3&4,29.22
G472,3_4,ICT_F3&4,57.33
G472,3_4,MTH_F3&4,34.67
G472,3_4,PED_F3&4,0
G472,3_4,PHY_F3&4,46.42
G472,3_4,RE_F3&4,52.4
G473,1,ART_F1,79
G473,1,COMP SC_F1,51.38
G473,1,ELA_F1,42.85
G473,1,FRE_F1,25.52
G473,1,GEO_F1,44.22
G473,1,HIS_F1,46.04
G473,1,MTH_F1,20.37
G473,1,RE_F1,50.67
G473,1,SCI_F1,46
G473,1,SH_F1,54.94
G473,2,ART_F2,63.6
G473,2,COMP SC_F2,46.57
G473,2,ELA_F2,51.46
G473,2,FRE_F2,0
G473,2,GEO_F2,44.33
G473,2,HIS_F2,40.57
G473,2,MTH_F2,5.93
G473,2,RE_F2,54.29
G473,2,SCI_F2,39.6
G473,2,SH_F2,48.33
G473,3_4,ACC_F3&4,0
G473,3_4,ART_F3&4,43.03
G473,3_4,BIOL_F3&4,0
G473,3_4,BST_F3&4,21.39
G473,3_4,CHEM_F3&4,0
G473,3_4,COMP SC_F3&4,5.4
G473,3_4,D&T_F3&4,46.84
G473,3_4,ELA_F3&4,35.84
G473,3_4,ELIT_F3&4,0
G473,3_4,FRE_F3&4,0
G473,3_4,GEO_F3&4,31.57
G473,3_4,HIS_F3&4,28
G473,3_4,ICT_F3&4,0
G473,3_4,MTH_F3&4,26.08
G473,3_4,PED_F3&4,0
G473,3_4,PHY_F3&4,50.25
G473,3_4,RE_F3&4,44.59
G474,1,ART_F1,46.33
G474,1,COMP SC_F1,81.33
G474,1,ELA_F1,50.47
G474,1,FRE_F1,35.33
G474,1,GEO_F1,43.56
G474,1,HIS_F1,45.62
G474,1,MTH_F1,37.02
G474,1,RE_F1,53.14
G474,1,SCI_F1,45.22
G474,1,SH_F1,39.33
G474,2,ART_F2,43.83
G474,2,COMP SC_F2,76.6
G474,2,ELA_F2,43.06
G474,2,FRE_F2,25.17
G474,2,GEO_F2,15.11
G474,2,HIS_F2,9.33
G474,2,MTH_F2,38.31
G474,2,RE_F2,45.33
G474,2,SCI_F2,32.7
G474,2,SH_F2,34.87
G474,3_4,ACC_F3&4,0
G474,3_4,ART_F3&4,0
G474,3_4,BIOL_F3&4,16.62
G474,3_4,BST_F3&4,33.21
G474,3_4,CHEM_F3&4,34.07
G474,3_4,COMP SC_F3&4,18.53
G474,3_4,D&T_F3&4,39.05
G474,3_4,ELA_F3&4,59.35
G474,3_4,ELIT_F3&4,0
G474,3_4,FRE_F3&4,20.6
G474,3_4,GEO_F3&4,46.47
G474,3_4,HIS_F3&4,0
G474,3_4,ICT_F3&4,48.85
G474,3_4,MTH_F3&4,74.39
G474,3_4,PED_F3&4,22.75
G474,3_4,PHY_F3&4,16.8
G474,3_4,RE_F3&4,48.5
G475,1,ART_F1,47.15
G475,1,COMP SC_F1,78.35
G475,1,ELA_F1,50.41
G475,1,FRE_F1,46.42
G475,1,GEO_F1,47
G475,1,HIS_F1,37.64
G475,1,MTH_F1,22.26
G475,1,RE_F1,42.25
G475,1,SCI_F1,49.58
G475,1,SH_F1,74.97
G475,2,ART_F2,34.85
G475,2,COMP SC_F2,35.32
G475,2,ELA_F2,57.48
G475,2,FRE_F2,26.45
G475,2,GEO_F2,56.67
G475,2,HIS_F2,42.31
G475,2,MTH_F2,12.42
G475,2,RE_F2,50.72
G475,2,SCI_F2,33.35
G475,2,SH_F2,39.67
G475,3_4,ACC_F3&4,0
G475,3_4,ART_F3&4,0
G475,3_4,BIOL_F3&4,11.67
G475,3_4,BST_F3&4,35.4
G475,3_4,CHEM_F3&4,0
G475,3_4,COMP SC_F3&4,14.4
G475,3_4,D&T_F3&4,60.35
G475,3_4,ELA_F3&4,47.12
G475,3_4,ELIT_F3&4,40.5
G475,3_4,FRE_F3&4,56.9
G475,3_4,GEO_F3&4,46.6
G475,3_4,HIS_F3&4,0
G475,3_4,ICT_F3&4,0
G475,3_4,MTH_F3&4,49
G475,3_4,PED_F3&4,56.2
G475,3_4,PHY_F3&4,52
G475,3_4,RE_F3&4,50.2
G476,1,ART_F1,80.33
G476,1,COMP SC_F1,86.67
G476,1,ELA_F1,85
G476,1,FRE_F1,53.94
G476,1,GEO_F1,79.09
G476,1,HIS_F1,82.1
G476,1,MTH_F1,82.38
G476,1,RE_F1,54.33
G476,1,SCI_F1,83.33
G476,1,SH_F1,79.33
G476,2,ART_F2,71.06
G476,2,COMP SC_F2,89.58
G476,2,ELA_F2,75.79
G476,2,FRE_F2,66.65
G476,2,GEO_F2,74.57
G476,2,HIS_F2,70.5
G476,2,MTH_F2,65.07
G476,2,RE_F2,78.86
G476,2,SCI_F2,76.53
G476,2,SH_F2,73
G476,3_4,ACC_F3&4,0
G476,3_4,ART_F3&4,0
G476,3_4,BIOL_F3&4,0
G476,3_4,BST_F3&4,0
G476,3_4,CHEM_F3&4,59.8
G476,3_4,COMP SC_F3&4,0
G476,3_4,D&T_F3&4,72.69
G476,3_4,ELA_F3&4,58.63
G476,3_4,ELIT_F3&4,47.54
G476,3_4,FRE_F3&4,70.16
G476,3_4,GEO_F3&4,61.16
G476,3_4,HIS_F3&4,0
G476,3_4,ICT_F3&4,57.3
G476,3_4,MTH_F3&4,62.09
G476,3_4,PED_F3&4,0
G476,3_4,PHY_F3&4,66.43
G476,3_4,RE_F3&4,78.69
G477,1,ART_F1,53.22
G477,1,COMP SC_F1,55.17
G477,1,ELA_F1,78.7
G477,1,FRE_F1,51.98
G477,1,GEO_F1,49.17
G477,1,HIS_F1,59.33
G477,1,MTH_F1,71.62
G477,1,RE_F1,65.67
G477,1,SCI_F1,48.53
G477,1,SH_F1,57.53
G477,2,ART_F2,68.98
G477,2,COMP SC_F2,70.29
G477,2,ELA_F2,68.67
G477,2,FRE_F2,67.25
G477,2,GEO_F2,74.67
G477,2,HIS_F2,81.07
G477,2,MTH_F2,88.63
G477,2,RE_F2,76.5
G477,2,SCI_F2,87.4
G477,2,SH_F2,59.77
G477,3_4,ACC_F3&4,65.8
G477,3_4,ART_F3&4,12.8
G477,3_4,BIOL_F3&4,63.2
G477,3_4,BST_F3&4,14.62
G477,3_4,CHEM_F3&4,64.2
G477,3_4,COMP SC_F3&4,0
